question,intent
Info about Boots of Speed,item_info
What is Boots of Speed in Dota 2?,item_info
What does Boots of Speed do in Dota?,item_info
How does Boots of Speed work in Dota 2?,item_info
Explain what Boots of Speed does,item_info
What does Boots of Speed give?,item_info
Stats for Boots of Speed?,item_info
Info on Boots of Speed,item_info
What is Boots of Travel?,item_info
What does Boots of Travel do?,item_info
Explain Boots of Travel,item_info
How does Boots of Travel work?,item_info
Describe Boots of Travel,item_info
Tell me about Boots of Travel,item_info
Info about Boots of Travel,item_info
What is Boots of Travel in Dota 2?,item_info
What does Boots of Travel do in Dota?,item_info
How does Boots of Travel work in Dota 2?,item_info
Explain what Boots of Travel does,item_info
What does Boots of Travel give?,item_info
Stats for Boots of Travel?,item_info
Info on Boots of Travel,item_info
What is Boots of Travel 2?,item_info
What does Boots of Travel 2 do?,item_info
Explain Boots of Travel 2,item_info
How does Boots of Travel 2 work?,item_info
Describe Boots of Travel 2,item_info
Tell me about Boots of Travel 2,item_info
Info about Boots of Travel 2,item_info
What is Boots of Travel 2 in Dota 2?,item_info
What does Boots of Travel 2 do in Dota?,item_info
How does Boots of Travel 2 work in Dota 2?,item_info
Explain what Boots of Travel 2 does,item_info
What does Boots of Travel 2 give?,item_info
Stats for Boots of Travel 2?,item_info
Info on Boots of Travel 2,item_info
What is Bottle?,item_info
What does Bottle do?,item_info
Explain Bottle,item_info
How does Bottle work?,item_info
Describe Bottle,item_info
Tell me about Bottle,item_info
Info about Bottle,item_info
What is Bottle in Dota 2?,item_info
What does Bottle do in Dota?,item_info
How does Bottle work in Dota 2?,item_info
Explain what Bottle does,item_info
What does Bottle give?,item_info
Stats for Bottle?,item_info
Info on Bottle,item_info
What is Boundless?,item_info
What does Boundless do?,item_info
Explain Boundless,item_info
How does Boundless work?,item_info
Describe Boundless,item_info
Tell me about Boundless,item_info
Info about Boundless,item_info
What is Boundless in Dota 2?,item_info
What does Boundless do in Dota?,item_info
How does Boundless work in Dota 2?,item_info
Explain what Boundless does,item_info
What does Boundless give?,item_info
Stats for Boundless?,item_info
Info on Boundless,item_info
What is Bracer?,item_info
What does Bracer do?,item_info
Explain Bracer,item_info
How does Bracer work?,item_info
Describe Bracer,item_info
Tell me about Bracer,item_info
Info about Bracer,item_info
What is Bracer in Dota 2?,item_info
What does Bracer do in Dota?,item_info
How does Bracer work in Dota 2?,item_info
Explain what Bracer does,item_info
What does Bracer give?,item_info
Stats for Bracer?,item_info
Info on Bracer,item_info
What is Brawny?,item_info
What does Brawny do?,item_info
Explain Brawny,item_info
How does Brawny work?,item_info
Describe Brawny,item_info
Tell me about Brawny,item_info
Info about Brawny,item_info
What is Brawny in Dota 2?,item_info
What does Brawny do in Dota?,item_info
How does Brawny work in Dota 2?,item_info
Explain what Brawny does,item_info
What does Brawny give?,item_info
Stats for Brawny?,item_info
Info on Brawny,item_info
What is Brigand's Blade?,item_info
What does Brigand's Blade do?,item_info
Explain Brigand's Blade,item_info
How does Brigand's Blade work?,item_info
Describe Brigand's Blade,item_info
Tell me about Brigand's Blade,item_info
Info about Brigand's Blade,item_info
What is Brigand's Blade in Dota 2?,item_info
What does Brigand's Blade do in Dota?,item_info
How does Brigand's Blade work in Dota 2?,item_info
Explain what Brigand's Blade does,item_info
What does Brigand's Blade give?,item_info
Stats for Brigand's Blade?,item_info
Info on Brigand's Blade,item_info
What is Broadsword?,item_info
What does Broadsword do?,item_info
Explain Broadsword,item_info
How does Broadsword work?,item_info
Describe Broadsword,item_info
Tell me about Broadsword,item_info
Info about Broadsword,item_info
What is Broadsword in Dota 2?,item_info
What does Broadsword do in Dota?,item_info
How does Broadsword work in Dota 2?,item_info
Explain what Broadsword does,item_info
What does Broadsword give?,item_info
Stats for Broadsword?,item_info
Info on Broadsword,item_info
What is Broom Handle?,item_info
What does Broom Handle do?,item_info
Explain Broom Handle,item_info
How does Broom Handle work?,item_info
Describe Broom Handle,item_info
Tell me about Broom Handle,item_info
Info about Broom Handle,item_info
What is Broom Handle in Dota 2?,item_info
What does Broom Handle do in Dota?,item_info
How does Broom Handle work in Dota 2?,item_info
Explain what Broom Handle does,item_info
What does Broom Handle give?,item_info
Stats for Broom Handle?,item_info
Info on Broom Handle,item_info
What is Buckler?,item_info
What does Buckler do?,item_info
Explain Buckler,item_info
How does Buckler work?,item_info
Describe Buckler,item_info
Tell me about Buckler,item_info
Info about Buckler,item_info
What is Buckler in Dota 2?,item_info
What does Buckler do in Dota?,item_info
How does Buckler work in Dota 2?,item_info
Explain what Buckler does,item_info
What does Buckler give?,item_info
Stats for Buckler?,item_info
Info on Buckler,item_info
What is Bullwhip?,item_info
What does Bullwhip do?,item_info
Explain Bullwhip,item_info
How does Bullwhip work?,item_info
Describe Bullwhip,item_info
Tell me about Bullwhip,item_info
Info about Bullwhip,item_info
What is Bullwhip in Dota 2?,item_info
What does Bullwhip do in Dota?,item_info
How does Bullwhip work in Dota 2?,item_info
Explain what Bullwhip does,item_info
What does Bullwhip give?,item_info
Stats for Bullwhip?,item_info
Info on Bullwhip,item_info
What is Butterfly?,item_info
What does Butterfly do?,item_info
Explain Butterfly,item_info
How does Butterfly work?,item_info
Describe Butterfly,item_info
Tell me about Butterfly,item_info
Info about Butterfly,item_info
What is Butterfly in Dota 2?,item_info
What does Butterfly do in Dota?,item_info
How does Butterfly work in Dota 2?,item_info
Explain what Butterfly does,item_info
What does Butterfly give?,item_info
Stats for Butterfly?,item_info
Info on Butterfly,item_info
What is Ceremonial Robe?,item_info
What does Ceremonial Robe do?,item_info
Explain Ceremonial Robe,item_info
How does Ceremonial Robe work?,item_info
Describe Ceremonial Robe,item_info
Tell me about Ceremonial Robe,item_info
Info about Ceremonial Robe,item_info
What is Ceremonial Robe in Dota 2?,item_info
What does Ceremonial Robe do in Dota?,item_info
How does Ceremonial Robe work in Dota 2?,item_info
Explain what Ceremonial Robe does,item_info
What does Ceremonial Robe give?,item_info
Stats for Ceremonial Robe?,item_info
Info on Ceremonial Robe,item_info
What is Chainmail?,item_info
What does Chainmail do?,item_info
Explain Chainmail,item_info
How does Chainmail work?,item_info
Describe Chainmail,item_info
Tell me about Chainmail,item_info
Info about Chainmail,item_info
What is Chainmail in Dota 2?,item_info
What does Chainmail do in Dota?,item_info
How does Chainmail work in Dota 2?,item_info
Explain what Chainmail does,item_info
What does Chainmail give?,item_info
Stats for Chainmail?,item_info
Info on Chainmail,item_info
What is Cheese?,item_info
What does Cheese do?,item_info
Explain Cheese,item_info
How does Cheese work?,item_info
Describe Cheese,item_info
Tell me about Cheese,item_info
Info about Cheese,item_info
What is Cheese in Dota 2?,item_info
What does Cheese do in Dota?,item_info
How does Cheese work in Dota 2?,item_info
Explain what Cheese does,item_info
What does Cheese give?,item_info
Stats for Cheese?,item_info
Info on Cheese,item_info
What is Chipped Vest?,item_info
What does Chipped Vest do?,item_info
Explain Chipped Vest,item_info
How does Chipped Vest work?,item_info
Describe Chipped Vest,item_info
Tell me about Chipped Vest,item_info
Info about Chipped Vest,item_info
What is Chipped Vest in Dota 2?,item_info
What does Chipped Vest do in Dota?,item_info
How does Chipped Vest work in Dota 2?,item_info
Explain what Chipped Vest does,item_info
What does Chipped Vest give?,item_info
Stats for Chipped Vest?,item_info
Info on Chipped Vest,item_info
What is Circlet?,item_info
What does Circlet do?,item_info
Explain Circlet,item_info
How does Circlet work?,item_info
Describe Circlet,item_info
Tell me about Circlet,item_info
Info about Circlet,item_info
What is Circlet in Dota 2?,item_info
What does Circlet do in Dota?,item_info
How does Circlet work in Dota 2?,item_info
Explain what Circlet does,item_info
What does Circlet give?,item_info
Stats for Circlet?,item_info
Info on Circlet,item_info
What is Circlet of the Flayed Twins?,item_info
What does Circlet of the Flayed Twins do?,item_info
Explain Circlet of the Flayed Twins,item_info
How does Circlet of the Flayed Twins work?,item_info
Describe Circlet of the Flayed Twins,item_info
Tell me about Circlet of the Flayed Twins,item_info
Info about Circlet of the Flayed Twins,item_info
What is Circlet of the Flayed Twins in Dota 2?,item_info
What does Circlet of the Flayed Twins do in Dota?,item_info
How does Circlet of the Flayed Twins work in Dota 2?,item_info
Explain what Circlet of the Flayed Twins does,item_info
What does Circlet of the Flayed Twins give?,item_info
Stats for Circlet of the Flayed Twins?,item_info
Info on Circlet of the Flayed Twins,item_info
What is Clarity?,item_info
What does Clarity do?,item_info
Explain Clarity,item_info
How does Clarity work?,item_info
Describe Clarity,item_info
Tell me about Clarity,item_info
Info about Clarity,item_info
What is Clarity in Dota 2?,item_info
What does Clarity do in Dota?,item_info
How does Clarity work in Dota 2?,item_info
Explain what Clarity does,item_info
What does Clarity give?,item_info
Stats for Clarity?,item_info
Info on Clarity,item_info
What is Claymore?,item_info
What does Claymore do?,item_info
Explain Claymore,item_info
How does Claymore work?,item_info
Describe Claymore,item_info
Tell me about Claymore,item_info
Info about Claymore,item_info
What is Claymore in Dota 2?,item_info
What does Claymore do in Dota?,item_info
How does Claymore work in Dota 2?,item_info
Explain what Claymore does,item_info
What does Claymore give?,item_info
Stats for Claymore?,item_info
Info on Claymore,item_info
What is Cloak?,item_info
What does Cloak do?,item_info
Explain Cloak,item_info
How does Cloak work?,item_info
Describe Cloak,item_info
Tell me about Cloak,item_info
Info about Cloak,item_info
What is Cloak in Dota 2?,item_info
What does Cloak do in Dota?,item_info
How does Cloak work in Dota 2?,item_info
Explain what Cloak does,item_info
What does Cloak give?,item_info
Stats for Cloak?,item_info
Info on Cloak,item_info
What is Cloak of Flames?,item_info
What does Cloak of Flames do?,item_info
Explain Cloak of Flames,item_info
How does Cloak of Flames work?,item_info
Describe Cloak of Flames,item_info
Tell me about Cloak of Flames,item_info
Info about Cloak of Flames,item_info
What is Cloak of Flames in Dota 2?,item_info
What does Cloak of Flames do in Dota?,item_info
How does Cloak of Flames work in Dota 2?,item_info
Explain what Cloak of Flames does,item_info
What does Cloak of Flames give?,item_info
Stats for Cloak of Flames?,item_info
Info on Cloak of Flames,item_info
What is Clumsy Net?,item_info
What does Clumsy Net do?,item_info
Explain Clumsy Net,item_info
How does Clumsy Net work?,item_info
Describe Clumsy Net,item_info
Tell me about Clumsy Net,item_info
Info about Clumsy Net,item_info
What is Clumsy Net in Dota 2?,item_info
What does Clumsy Net do in Dota?,item_info
How does Clumsy Net work in Dota 2?,item_info
Explain what Clumsy Net does,item_info
What does Clumsy Net give?,item_info
Stats for Clumsy Net?,item_info
Info on Clumsy Net,item_info
What is Cornucopia?,item_info
What does Cornucopia do?,item_info
Explain Cornucopia,item_info
How does Cornucopia work?,item_info
Describe Cornucopia,item_info
Tell me about Cornucopia,item_info
Info about Cornucopia,item_info
What is Cornucopia in Dota 2?,item_info
What does Cornucopia do in Dota?,item_info
How does Cornucopia work in Dota 2?,item_info
Explain what Cornucopia does,item_info
What does Cornucopia give?,item_info
Stats for Cornucopia?,item_info
Info on Cornucopia,item_info
What is Craggy Coat?,item_info
What does Craggy Coat do?,item_info
Explain Craggy Coat,item_info
How does Craggy Coat work?,item_info
Describe Craggy Coat,item_info
Tell me about Craggy Coat,item_info
Info about Craggy Coat,item_info
What is Craggy Coat in Dota 2?,item_info
What does Craggy Coat do in Dota?,item_info
How does Craggy Coat work in Dota 2?,item_info
Explain what Craggy Coat does,item_info
What does Craggy Coat give?,item_info
Stats for Craggy Coat?,item_info
Info on Craggy Coat,item_info
What is Crimson Guard?,item_info
What does Crimson Guard do?,item_info
Explain Crimson Guard,item_info
How does Crimson Guard work?,item_info
Describe Crimson Guard,item_info
Tell me about Crimson Guard,item_info
Info about Crimson Guard,item_info
What is Crimson Guard in Dota 2?,item_info
What does Crimson Guard do in Dota?,item_info
How does Crimson Guard work in Dota 2?,item_info
Explain what Crimson Guard does,item_info
What does Crimson Guard give?,item_info
Stats for Crimson Guard?,item_info
Info on Crimson Guard,item_info
What is Crippling Crossbow?,item_info
What does Crippling Crossbow do?,item_info
Explain Crippling Crossbow,item_info
How does Crippling Crossbow work?,item_info
Describe Crippling Crossbow,item_info
Tell me about Crippling Crossbow,item_info
Info about Crippling Crossbow,item_info
What is Crippling Crossbow in Dota 2?,item_info
What does Crippling Crossbow do in Dota?,item_info
How does Crippling Crossbow work in Dota 2?,item_info
Explain what Crippling Crossbow does,item_info
What does Crippling Crossbow give?,item_info
Stats for Crippling Crossbow?,item_info
Info on Crippling Crossbow,item_info
What is Crown?,item_info
What does Crown do?,item_info
Explain Crown,item_info
How does Crown work?,item_info
Describe Crown,item_info
Tell me about Crown,item_info
Info about Crown,item_info
What is Crown in Dota 2?,item_info
What does Crown do in Dota?,item_info
How does Crown work in Dota 2?,item_info
Explain what Crown does,item_info
What does Crown give?,item_info
Stats for Crown?,item_info
Info on Crown,item_info
What is Crude?,item_info
What does Crude do?,item_info
Explain Crude,item_info
How does Crude work?,item_info
Describe Crude,item_info
Tell me about Crude,item_info
Info about Crude,item_info
What is Crude in Dota 2?,item_info
What does Crude do in Dota?,item_info
How does Crude work in Dota 2?,item_info
Explain what Crude does,item_info
What does Crude give?,item_info
Stats for Crude?,item_info
Info on Crude,item_info
What is Crystal Raindrop?,item_info
What does Crystal Raindrop do?,item_info
Explain Crystal Raindrop,item_info
How does Crystal Raindrop work?,item_info
Describe Crystal Raindrop,item_info
Tell me about Crystal Raindrop,item_info
Info about Crystal Raindrop,item_info
What is Crystal Raindrop in Dota 2?,item_info
What does Crystal Raindrop do in Dota?,item_info
How does Crystal Raindrop work in Dota 2?,item_info
Explain what Crystal Raindrop does,item_info
What does Crystal Raindrop give?,item_info
Stats for Crystal Raindrop?,item_info
Info on Crystal Raindrop,item_info
What is Crystalys?,item_info
What does Crystalys do?,item_info
Explain Crystalys,item_info
How does Crystalys work?,item_info
Describe Crystalys,item_info
Tell me about Crystalys,item_info
Info about Crystalys,item_info
What is Crystalys in Dota 2?,item_info
What does Crystalys do in Dota?,item_info
How does Crystalys work in Dota 2?,item_info
Explain what Crystalys does,item_info
What does Crystalys give?,item_info
Stats for Crystalys?,item_info
Info on Crystalys,item_info
What is Daedalus?,item_info
What does Daedalus do?,item_info
Explain Daedalus,item_info
How does Daedalus work?,item_info
Describe Daedalus,item_info
Tell me about Daedalus,item_info
Info about Daedalus,item_info
What is Daedalus in Dota 2?,item_info
What does Daedalus do in Dota?,item_info
How does Daedalus work in Dota 2?,item_info
Explain what Daedalus does,item_info
What does Daedalus give?,item_info
Stats for Daedalus?,item_info
Info on Daedalus,item_info
What is Dagger of Ristul?,item_info
What does Dagger of Ristul do?,item_info
Explain Dagger of Ristul,item_info
How does Dagger of Ristul work?,item_info
Describe Dagger of Ristul,item_info
Tell me about Dagger of Ristul,item_info
Info about Dagger of Ristul,item_info
What is Dagger of Ristul in Dota 2?,item_info
What does Dagger of Ristul do in Dota?,item_info
How does Dagger of Ristul work in Dota 2?,item_info
Explain what Dagger of Ristul does,item_info
What does Dagger of Ristul give?,item_info
Stats for Dagger of Ristul?,item_info
Info on Dagger of Ristul,item_info
What is Dagon?,item_info
What does Dagon do?,item_info
Explain Dagon,item_info
How does Dagon work?,item_info
Describe Dagon,item_info
Tell me about Dagon,item_info
Info about Dagon,item_info
What is Dagon in Dota 2?,item_info
What does Dagon do in Dota?,item_info
How does Dagon work in Dota 2?,item_info
Explain what Dagon does,item_info
What does Dagon give?,item_info
Stats for Dagon?,item_info
Info on Dagon,item_info
What is Dandelion Amulet?,item_info
What does Dandelion Amulet do?,item_info
Explain Dandelion Amulet,item_info
How does Dandelion Amulet work?,item_info
Describe Dandelion Amulet,item_info
Tell me about Dandelion Amulet,item_info
Info about Dandelion Amulet,item_info
What is Dandelion Amulet in Dota 2?,item_info
What does Dandelion Amulet do in Dota?,item_info
How does Dandelion Amulet work in Dota 2?,item_info
Explain what Dandelion Amulet does,item_info
What does Dandelion Amulet give?,item_info
Stats for Dandelion Amulet?,item_info
Info on Dandelion Amulet,item_info
What is Defiant Shell?,item_info
What does Defiant Shell do?,item_info
Explain Defiant Shell,item_info
How does Defiant Shell work?,item_info
Describe Defiant Shell,item_info
Tell me about Defiant Shell,item_info
Info about Defiant Shell,item_info
What is Defiant Shell in Dota 2?,item_info
What does Defiant Shell do in Dota?,item_info
How does Defiant Shell work in Dota 2?,item_info
Explain what Defiant Shell does,item_info
What does Defiant Shell give?,item_info
Stats for Defiant Shell?,item_info
Info on Defiant Shell,item_info
What is Demon Edge?,item_info
What does Demon Edge do?,item_info
Explain Demon Edge,item_info
How does Demon Edge work?,item_info
Describe Demon Edge,item_info
Tell me about Demon Edge,item_info
Info about Demon Edge,item_info
What is Demon Edge in Dota 2?,item_info
What does Demon Edge do in Dota?,item_info
How does Demon Edge work in Dota 2?,item_info
Explain what Demon Edge does,item_info
What does Demon Edge give?,item_info
Stats for Demon Edge?,item_info
Info on Demon Edge,item_info
What is Desolator?,item_info
What does Desolator do?,item_info
Explain Desolator,item_info
How does Desolator work?,item_info
Describe Desolator,item_info
Tell me about Desolator,item_info
Info about Desolator,item_info
What is Desolator in Dota 2?,item_info
What does Desolator do in Dota?,item_info
How does Desolator work in Dota 2?,item_info
Explain what Desolator does,item_info
What does Desolator give?,item_info
Stats for Desolator?,item_info
Info on Desolator,item_info
What is Dezun Bloodrite?,item_info
What does Dezun Bloodrite do?,item_info
Explain Dezun Bloodrite,item_info
How does Dezun Bloodrite work?,item_info
Describe Dezun Bloodrite,item_info
Tell me about Dezun Bloodrite,item_info
Info about Dezun Bloodrite,item_info
What is Dezun Bloodrite in Dota 2?,item_info
What does Dezun Bloodrite do in Dota?,item_info
How does Dezun Bloodrite work in Dota 2?,item_info
Explain what Dezun Bloodrite does,item_info
What does Dezun Bloodrite give?,item_info
Stats for Dezun Bloodrite?,item_info
Info on Dezun Bloodrite,item_info
What is Diadem?,item_info
What does Diadem do?,item_info
Explain Diadem,item_info
How does Diadem work?,item_info
Describe Diadem,item_info
Tell me about Diadem,item_info
Info about Diadem,item_info
What is Diadem in Dota 2?,item_info
What does Diadem do in Dota?,item_info
How does Diadem work in Dota 2?,item_info
Explain what Diadem does,item_info
What does Diadem give?,item_info
Stats for Diadem?,item_info
Info on Diadem,item_info
What is Diffusal Blade?,item_info
What does Diffusal Blade do?,item_info
Explain Diffusal Blade,item_info
How does Diffusal Blade work?,item_info
Describe Diffusal Blade,item_info
Tell me about Diffusal Blade,item_info
Info about Diffusal Blade,item_info
What is Diffusal Blade in Dota 2?,item_info
What does Diffusal Blade do in Dota?,item_info
How does Diffusal Blade work in Dota 2?,item_info
Explain what Diffusal Blade does,item_info
What does Diffusal Blade give?,item_info
Stats for Diffusal Blade?,item_info
Info on Diffusal Blade,item_info
What is Disgraced Regalia?,item_info
What does Disgraced Regalia do?,item_info
Explain Disgraced Regalia,item_info
How does Disgraced Regalia work?,item_info
Describe Disgraced Regalia,item_info
Tell me about Disgraced Regalia,item_info
Info about Disgraced Regalia,item_info
What is Disgraced Regalia in Dota 2?,item_info
What does Disgraced Regalia do in Dota?,item_info
How does Disgraced Regalia work in Dota 2?,item_info
Explain what Disgraced Regalia does,item_info
What does Disgraced Regalia give?,item_info
Stats for Disgraced Regalia?,item_info
Info on Disgraced Regalia,item_info
What is Disperser?,item_info
What does Disperser do?,item_info
Explain Disperser,item_info
How does Disperser work?,item_info
Describe Disperser,item_info
Tell me about Disperser,item_info
Info about Disperser,item_info
What is Disperser in Dota 2?,item_info
What does Disperser do in Dota?,item_info
How does Disperser work in Dota 2?,item_info
Explain what Disperser does,item_info
What does Disperser give?,item_info
Stats for Disperser?,item_info
Info on Disperser,item_info
What is Divine Rapier?,item_info
What does Divine Rapier do?,item_info
Explain Divine Rapier,item_info
How does Divine Rapier work?,item_info
Describe Divine Rapier,item_info
Tell me about Divine Rapier,item_info
Info about Divine Rapier,item_info
What is Divine Rapier in Dota 2?,item_info
What does Divine Rapier do in Dota?,item_info
How does Divine Rapier work in Dota 2?,item_info
Explain what Divine Rapier does,item_info
What does Divine Rapier give?,item_info
Stats for Divine Rapier?,item_info
Info on Divine Rapier,item_info
What is Divine Regalia?,item_info
What does Divine Regalia do?,item_info
Explain Divine Regalia,item_info
How does Divine Regalia work?,item_info
Describe Divine Regalia,item_info
Tell me about Divine Regalia,item_info
Info about Divine Regalia,item_info
What is Divine Regalia in Dota 2?,item_info
What does Divine Regalia do in Dota?,item_info
How does Divine Regalia work in Dota 2?,item_info
Explain what Divine Regalia does,item_info
What does Divine Regalia give?,item_info
Stats for Divine Regalia?,item_info
Info on Divine Regalia,item_info
What is Dominant?,item_info
What does Dominant do?,item_info
Explain Dominant,item_info
How does Dominant work?,item_info
Describe Dominant,item_info
Tell me about Dominant,item_info
Info about Dominant,item_info
What is Dominant in Dota 2?,item_info
What does Dominant do in Dota?,item_info
How does Dominant work in Dota 2?,item_info
Explain what Dominant does,item_info
What does Dominant give?,item_info
Stats for Dominant?,item_info
Info on Dominant,item_info
What is Dormant Curio?,item_info
What does Dormant Curio do?,item_info
Explain Dormant Curio,item_info
How does Dormant Curio work?,item_info
Describe Dormant Curio,item_info
Tell me about Dormant Curio,item_info
Info about Dormant Curio,item_info
What is Dormant Curio in Dota 2?,item_info
What does Dormant Curio do in Dota?,item_info
How does Dormant Curio work in Dota 2?,item_info
Explain what Dormant Curio does,item_info
What does Dormant Curio give?,item_info
Stats for Dormant Curio?,item_info
Info on Dormant Curio,item_info
What is Doubloon?,item_info
What does Doubloon do?,item_info
Explain Doubloon,item_info
How does Doubloon work?,item_info
Describe Doubloon,item_info
Tell me about Doubloon,item_info
Info about Doubloon,item_info
What is Doubloon in Dota 2?,item_info
What does Doubloon do in Dota?,item_info
How does Doubloon work in Dota 2?,item_info
Explain what Doubloon does,item_info
What does Doubloon give?,item_info
Stats for Doubloon?,item_info
Info on Doubloon,item_info
What is Dragon Lance?,item_info
What does Dragon Lance do?,item_info
Explain Dragon Lance,item_info
How does Dragon Lance work?,item_info
Describe Dragon Lance,item_info
Tell me about Dragon Lance,item_info
Info about Dragon Lance,item_info
What is Dragon Lance in Dota 2?,item_info
What does Dragon Lance do in Dota?,item_info
How does Dragon Lance work in Dota 2?,item_info
Explain what Dragon Lance does,item_info
What does Dragon Lance give?,item_info
Stats for Dragon Lance?,item_info
Info on Dragon Lance,item_info
What is Dragon Scale?,item_info
What does Dragon Scale do?,item_info
Explain Dragon Scale,item_info
How does Dragon Scale work?,item_info
Describe Dragon Scale,item_info
Tell me about Dragon Scale,item_info
Info about Dragon Scale,item_info
What is Dragon Scale in Dota 2?,item_info
What does Dragon Scale do in Dota?,item_info
How does Dragon Scale work in Dota 2?,item_info
Explain what Dragon Scale does,item_info
What does Dragon Scale give?,item_info
Stats for Dragon Scale?,item_info
Info on Dragon Scale,item_info
What is Drum of Endurance?,item_info
What does Drum of Endurance do?,item_info
Explain Drum of Endurance,item_info
How does Drum of Endurance work?,item_info
Describe Drum of Endurance,item_info
Tell me about Drum of Endurance,item_info
Info about Drum of Endurance,item_info
What is Drum of Endurance in Dota 2?,item_info
What does Drum of Endurance do in Dota?,item_info
How does Drum of Endurance work in Dota 2?,item_info
Explain what Drum of Endurance does,item_info
What does Drum of Endurance give?,item_info
Stats for Drum of Endurance?,item_info
Info on Drum of Endurance,item_info
What is Duelist Gloves?,item_info
What does Duelist Gloves do?,item_info
Explain Duelist Gloves,item_info
How does Duelist Gloves work?,item_info
Describe Duelist Gloves,item_info
Tell me about Duelist Gloves,item_info
Info about Duelist Gloves,item_info
What is Duelist Gloves in Dota 2?,item_info
What does Duelist Gloves do in Dota?,item_info
How does Duelist Gloves work in Dota 2?,item_info
Explain what Duelist Gloves does,item_info
What does Duelist Gloves give?,item_info
Stats for Duelist Gloves?,item_info
Info on Duelist Gloves,item_info
What is Dust of Appearance?,item_info
What does Dust of Appearance do?,item_info
Explain Dust of Appearance,item_info
How does Dust of Appearance work?,item_info
Describe Dust of Appearance,item_info
Tell me about Dust of Appearance,item_info
Info about Dust of Appearance,item_info
What is Dust of Appearance in Dota 2?,item_info
What does Dust of Appearance do in Dota?,item_info
How does Dust of Appearance work in Dota 2?,item_info
Explain what Dust of Appearance does,item_info
What does Dust of Appearance give?,item_info
Stats for Dust of Appearance?,item_info
Info on Dust of Appearance,item_info
What is Eaglesong?,item_info
What does Eaglesong do?,item_info
Explain Eaglesong,item_info
How does Eaglesong work?,item_info
Describe Eaglesong,item_info
Tell me about Eaglesong,item_info
Info about Eaglesong,item_info
What is Eaglesong in Dota 2?,item_info
What does Eaglesong do in Dota?,item_info
How does Eaglesong work in Dota 2?,item_info
Explain what Eaglesong does,item_info
What does Eaglesong give?,item_info
Stats for Eaglesong?,item_info
Info on Eaglesong,item_info
What is Echo Sabre?,item_info
What does Echo Sabre do?,item_info
Explain Echo Sabre,item_info
How does Echo Sabre work?,item_info
Describe Echo Sabre,item_info
Tell me about Echo Sabre,item_info
Info about Echo Sabre,item_info
What is Echo Sabre in Dota 2?,item_info
What does Echo Sabre do in Dota?,item_info
How does Echo Sabre work in Dota 2?,item_info
Explain what Echo Sabre does,item_info
What does Echo Sabre give?,item_info
Stats for Echo Sabre?,item_info
Info on Echo Sabre,item_info
What is Elixir?,item_info
What does Elixir do?,item_info
Explain Elixir,item_info
How does Elixir work?,item_info
Describe Elixir,item_info
Tell me about Elixir,item_info
Info about Elixir,item_info
What is Elixir in Dota 2?,item_info
What does Elixir do in Dota?,item_info
How does Elixir work in Dota 2?,item_info
Explain what Elixir does,item_info
What does Elixir give?,item_info
Stats for Elixir?,item_info
Info on Elixir,item_info
What is Elusive?,item_info
What does Elusive do?,item_info
Explain Elusive,item_info
How does Elusive work?,item_info
Describe Elusive,item_info
Tell me about Elusive,item_info
Info about Elusive,item_info
What is Elusive in Dota 2?,item_info
What does Elusive do in Dota?,item_info
How does Elusive work in Dota 2?,item_info
Explain what Elusive does,item_info
What does Elusive give?,item_info
Stats for Elusive?,item_info
Info on Elusive,item_info
What is Elven Tunic?,item_info
What does Elven Tunic do?,item_info
Explain Elven Tunic,item_info
How does Elven Tunic work?,item_info
Describe Elven Tunic,item_info
Tell me about Elven Tunic,item_info
Info about Elven Tunic,item_info
What is Elven Tunic in Dota 2?,item_info
What does Elven Tunic do in Dota?,item_info
How does Elven Tunic work in Dota 2?,item_info
Explain what Elven Tunic does,item_info
What does Elven Tunic give?,item_info
Stats for Elven Tunic?,item_info
Info on Elven Tunic,item_info
What is Enchanted Mango?,item_info
What does Enchanted Mango do?,item_info
Explain Enchanted Mango,item_info
How does Enchanted Mango work?,item_info
Describe Enchanted Mango,item_info
Tell me about Enchanted Mango,item_info
Info about Enchanted Mango,item_info
What is Enchanted Mango in Dota 2?,item_info
What does Enchanted Mango do in Dota?,item_info
How does Enchanted Mango work in Dota 2?,item_info
Explain what Enchanted Mango does,item_info
What does Enchanted Mango give?,item_info
Stats for Enchanted Mango?,item_info
Info on Enchanted Mango,item_info
What is Enchanted Quiver?,item_info
What does Enchanted Quiver do?,item_info
Explain Enchanted Quiver,item_info
How does Enchanted Quiver work?,item_info
Describe Enchanted Quiver,item_info
Tell me about Enchanted Quiver,item_info
Info about Enchanted Quiver,item_info
What is Enchanted Quiver in Dota 2?,item_info
What does Enchanted Quiver do in Dota?,item_info
How does Enchanted Quiver work in Dota 2?,item_info
Explain what Enchanted Quiver does,item_info
What does Enchanted Quiver give?,item_info
Stats for Enchanted Quiver?,item_info
Info on Enchanted Quiver,item_info
What is Energy Booster?,item_info
What does Energy Booster do?,item_info
Explain Energy Booster,item_info
How does Energy Booster work?,item_info
Describe Energy Booster,item_info
Tell me about Energy Booster,item_info
Info about Energy Booster,item_info
What is Energy Booster in Dota 2?,item_info
What does Energy Booster do in Dota?,item_info
How does Energy Booster work in Dota 2?,item_info
Explain what Energy Booster does,item_info
What does Energy Booster give?,item_info
Stats for Energy Booster?,item_info
Info on Energy Booster,item_info
What is Essence Ring?,item_info
